Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
57,6294.0,6294.0,5162.0,5162.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2708.0,-2708.0,890.0,890.0,26.806038141449303,26.806038141449303,-27.08,-27.08,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
58,6392.0,6392.0,5250.0,5250.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2796.0,-2796.0,890.0,890.0,26.806038141449303,26.806038141449303,-27.96,-27.96,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
59,6491.0,6491.0,5338.0,5338.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2884.0,-2884.0,890.0,890.0,26.806038141449303,26.806038141449303,-28.84,-28.84,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
60,6589.0,6589.0,5426.0,5426.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2972.0,-2972.0,890.0,890.0,26.806038141449303,26.806038141449303,-29.72,-29.72,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
61,6687.0,6687.0,5514.0,5514.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3060.0,-3060.0,890.0,890.0,26.806038141449303,26.806038141449303,-30.6,-30.6,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
62,6785.0,6785.0,5602.0,5602.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3148.0,-3148.0,890.0,890.0,26.806038141449303,26.806038141449303,-31.48,-31.48,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
63,6883.0,6883.0,5690.0,5690.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3236.0,-3236.0,890.0,890.0,26.806038141449303,26.806038141449303,-32.36,-32.36,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
64,6981.0,6981.0,5778.0,5778.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3324.0,-3324.0,890.0,890.0,26.806038141449303,26.806038141449303,-33.24,-33.24,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
65,7079.0,7079.0,5866.0,5866.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3412.0,-3412.0,890.0,890.0,26.806038141449303,26.806038141449303,-34.12,-34.12,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
66,7177.0,7177.0,5954.0,5954.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3500.0,-3500.0,890.0,890.0,26.806038141449303,26.806038141449303,-35.0,-35.0,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
67,7275.0,7275.0,6042.0,6042.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3588.0,-3588.0,890.0,890.0,26.806038141449303,26.806038141449303,-35.88,-35.88,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
68,7373.0,7373.0,6130.0,6130.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3676.0,-3676.0,890.0,890.0,26.806038141449303,26.806038141449303,-36.76,-36.76,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
69,7471.0,7471.0,6218.0,6218.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3764.0,-3764.0,890.0,890.0,26.806038141449303,26.806038141449303,-37.64,-37.64,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
70,7569.0,7569.0,6306.0,6306.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3852.0,-3852.0,890.0,890.0,26.806038141449303,26.806038141449303,-38.52,-38.52,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
71,7667.0,7667.0,6394.0,6394.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-3940.0,-3940.0,890.0,890.0,26.806038141449303,26.806038141449303,-39.4,-39.4,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
72,7765.0,7765.0,6482.0,6482.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4028.0,-4028.0,890.0,890.0,26.806038141449303,26.806038141449303,-40.28,-40.28,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
73,7864.0,7864.0,6570.0,6570.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4116.0,-4116.0,890.0,890.0,26.806038141449303,26.806038141449303,-41.16,-41.16,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
74,7962.0,7962.0,6658.0,6658.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4204.0,-4204.0,890.0,890.0,26.806038141449303,26.806038141449303,-42.04,-42.04,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
75,8060.0,8060.0,6746.0,6746.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4292.0,-4292.0,890.0,890.0,26.806038141449303,26.806038141449303,-42.92,-42.92,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
76,8158.0,8158.0,6834.0,6834.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4380.0,-4380.0,890.0,890.0,26.806038141449303,26.806038141449303,-43.8,-43.8,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
77,8256.0,8256.0,6922.0,6922.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4468.0,-4468.0,890.0,890.0,26.806038141449303,26.806038141449303,-44.68,-44.68,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
78,8354.0,8354.0,7010.0,7010.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4556.0,-4556.0,890.0,890.0,26.806038141449303,26.806038141449303,-45.56,-45.56,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
79,8452.0,8452.0,7098.0,7098.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4644.0,-4644.0,890.0,890.0,26.806038141449303,26.806038141449303,-46.44,-46.44,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
80,8550.0,8550.0,7186.0,7186.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4732.0,-4732.0,890.0,890.0,26.806038141449303,26.806038141449303,-47.32,-47.32,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
81,8648.0,8648.0,7274.0,7274.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4820.0,-4820.0,890.0,890.0,26.806038141449303,26.806038141449303,-48.2,-48.2,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
82,8746.0,8746.0,7362.0,7362.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4908.0,-4908.0,890.0,890.0,26.806038141449303,26.806038141449303,-49.08,-49.08,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
83,8844.0,8844.0,7450.0,7450.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-4996.0,-4996.0,890.0,890.0,26.806038141449303,26.806038141449303,-49.96,-49.96,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
84,8942.0,8942.0,7538.0,7538.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5084.0,-5084.0,890.0,890.0,26.806038141449303,26.806038141449303,-50.84,-50.84,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
85,9040.0,9040.0,7626.0,7626.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5172.0,-5172.0,890.0,890.0,26.806038141449303,26.806038141449303,-51.72,-51.72,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
86,9138.0,9138.0,7714.0,7714.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5260.0,-5260.0,890.0,890.0,26.806038141449303,26.806038141449303,-52.6,-52.6,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
87,9237.0,9237.0,7802.0,7802.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5348.0,-5348.0,890.0,890.0,26.806038141449303,26.806038141449303,-53.48,-53.48,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
88,9335.0,9335.0,7890.0,7890.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5436.0,-5436.0,890.0,890.0,26.806038141449303,26.806038141449303,-54.36,-54.36,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
89,9433.0,9433.0,7978.0,7978.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5524.0,-5524.0,890.0,890.0,26.806038141449303,26.806038141449303,-55.24,-55.24,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
90,9531.0,9531.0,8066.0,8066.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5612.0,-5612.0,890.0,890.0,26.806038141449303,26.806038141449303,-56.12,-56.12,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
91,9629.0,9629.0,8154.0,8154.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5700.0,-5700.0,890.0,890.0,26.806038141449303,26.806038141449303,-57.0,-57.0,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
92,9727.0,9727.0,8242.0,8242.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5788.0,-5788.0,890.0,890.0,26.806038141449303,26.806038141449303,-57.88,-57.88,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
93,9825.0,9825.0,8330.0,8330.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5876.0,-5876.0,890.0,890.0,26.806038141449303,26.806038141449303,-58.76,-58.76,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
94,9923.0,9923.0,8418.0,8418.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-5964.0,-5964.0,890.0,890.0,26.806038141449303,26.806038141449303,-59.64,-59.64,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
95,10021.0,10021.0,8506.0,8506.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6052.0,-6052.0,890.0,890.0,26.806038141449303,26.806038141449303,-60.52,-60.52,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
96,10119.0,10119.0,8594.0,8594.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6140.0,-6140.0,890.0,890.0,26.806038141449303,26.806038141449303,-61.4,-61.4,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
97,10217.0,10217.0,8682.0,8682.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6228.0,-6228.0,890.0,890.0,26.806038141449303,26.806038141449303,-62.28,-62.28,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
98,10315.0,10315.0,8770.0,8770.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6316.0,-6316.0,890.0,890.0,26.806038141449303,26.806038141449303,-63.16,-63.16,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
99,10413.0,10413.0,8858.0,8858.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6404.0,-6404.0,890.0,890.0,26.806038141449303,26.806038141449303,-64.04,-64.04,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
100,10511.0,10511.0,8946.0,8946.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-6492.0,-6492.0,890.0,890.0,26.806038141449303,26.806038141449303,-64.92,-64.92,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
