Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
10,1154.0,1154.0,921.0,921.0,680.0,680.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,34.0,34.0,16.0,16.0,14.0,14.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,72.0,72.0,78.0,78.0,3335.0,3335.0,799.0,799.0,48.60998295537324,48.60998295537324,33.35,33.35,0.9230769230769231,0.9230769230769231,42.56,42.56,10.243589743589743,10.243589743589743
11,1234.0,1234.0,998.0,998.0,717.0,717.0,77.0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,22.0,22.0,17.0,17.0,22.0,22.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,37.0,37.0,77.0,77.0,3506.0,3506.0,790.0,790.0,49.945443221284286,49.945443221284286,35.06,35.06,0.4805194805194805,0.4805194805194805,45.04,45.04,10.25974025974026,10.25974025974026
12,1306.0,1306.0,1074.0,1074.0,754.0,754.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,31.0,31.0,9.0,9.0,15.0,15.0,4.0,4.0,0.0,0.0,2.0,2.0,6.0,6.0,6.0,6.0,37.0,37.0,76.0,76.0,3624.0,3624.0,781.0,781.0,53.25423758495868,53.25423758495868,36.24,36.24,0.4868421052631579,0.4868421052631579,46.98,46.98,10.276315789473685,10.276315789473685
13,1377.0,1377.0,1148.0,1148.0,768.0,768.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,22.0,22.0,14.0,14.0,22.0,22.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,14.0,74.0,74.0,3676.0,3676.0,761.0,761.0,54.80557171810696,54.80557171810696,36.76,36.76,0.1891891891891892,0.1891891891891892,48.24,48.24,10.283783783783784,10.283783783783784
14,1443.0,1443.0,1219.0,1219.0,789.0,789.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,19.0,19.0,11.0,11.0,15.0,15.0,4.0,4.0,0.0,0.0,2.0,2.0,6.0,6.0,6.0,6.0,21.0,21.0,71.0,71.0,3834.0,3834.0,731.0,731.0,57.29864066019907,57.29864066019907,38.34,38.34,0.29577464788732394,0.29577464788732394,50.53,50.53,10.295774647887324,10.295774647887324
15,1503.0,1503.0,1287.0,1287.0,794.0,794.0,68.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,14.0,14.0,6.0,6.0,21.0,21.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,68.0,68.0,3835.0,3835.0,700.0,700.0,59.62916864803092,59.62916864803092,38.35,38.35,0.07352941176470588,0.07352941176470588,51.22,51.22,10.294117647058824,10.294117647058824
16,1558.0,1558.0,1354.0,1354.0,810.0,810.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,14.0,14.0,11.0,11.0,13.0,13.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,16.0,16.0,67.0,67.0,3903.0,3903.0,686.0,686.0,60.966060995991675,60.966060995991675,39.03,39.03,0.23880597014925373,0.23880597014925373,52.57,52.57,10.238805970149254,10.238805970149254
17,1608.0,1608.0,1419.0,1419.0,841.0,841.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,18.0,6.0,6.0,16.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,31.0,31.0,65.0,65.0,4035.0,4035.0,663.0,663.0,63.70898276481188,63.70898276481188,40.35,40.35,0.47692307692307695,0.47692307692307695,54.54,54.54,10.2,10.2
18,1659.0,1659.0,1482.0,1482.0,851.0,851.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,20.0,20.0,8.0,8.0,14.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,10.0,63.0,63.0,4022.0,4022.0,644.0,644.0,64.66930022512933,64.66930022512933,40.22,40.22,0.15873015873015872,0.15873015873015872,55.04,55.04,10.222222222222221,10.222222222222221
19,1707.0,1707.0,1543.0,1543.0,853.0,853.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,16.0,16.0,9.0,9.0,15.0,15.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,61.0,61.0,4089.0,4089.0,622.0,622.0,66.09132403465316,66.09132403465316,40.89,40.89,0.03278688524590164,0.03278688524590164,56.32,56.32,10.19672131147541,10.19672131147541
20,1752.0,1752.0,1604.0,1604.0,870.0,870.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,8.0,8.0,13.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,17.0,17.0,61.0,61.0,4097.0,4097.0,624.0,624.0,66.67460302016039,66.67460302016039,40.97,40.97,0.2786885245901639,0.2786885245901639,57.01,57.01,10.229508196721312,10.229508196721312
21,1791.0,1791.0,1665.0,1665.0,892.0,892.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,5.0,5.0,11.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,22.0,22.0,61.0,61.0,4124.0,4124.0,626.0,626.0,68.21823138454963,68.21823138454963,41.24,41.24,0.36065573770491804,0.36065573770491804,57.89,57.89,10.262295081967213,10.262295081967213
22,1829.0,1829.0,1724.0,1724.0,895.0,895.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,2.0,2.0,14.0,14.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,59.0,59.0,4093.0,4093.0,606.0,606.0,69.13379715935453,69.13379715935453,40.93,40.93,0.05084745762711865,0.05084745762711865,58.17,58.17,10.271186440677965,10.271186440677965
23,1868.0,1868.0,1783.0,1783.0,895.0,895.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0,3.0,3.0,15.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,59.0,59.0,4034.0,4034.0,606.0,606.0,69.06278266660091,69.06278266660091,40.34,40.34,0.0,0.0,58.17,58.17,10.271186440677965,10.271186440677965
24,1907.0,1907.0,1842.0,1842.0,895.0,895.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,2.0,2.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,59.0,59.0,3975.0,3975.0,607.0,607.0,69.01863852245677,69.01863852245677,39.75,39.75,0.0,0.0,58.17,58.17,10.288135593220339,10.288135593220339
25,1945.0,1945.0,1901.0,1901.0,927.0,927.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,4.0,4.0,15.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,32.0,59.0,59.0,3948.0,3948.0,608.0,608.0,69.380629472683,69.380629472683,39.48,39.48,0.5423728813559322,0.5423728813559322,58.49,58.49,10.305084745762711,10.305084745762711
26,1981.0,1981.0,1959.0,1959.0,927.0,927.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,1.0,1.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3899.0,3899.0,597.0,597.0,69.480629472683,69.480629472683,38.99,38.99,0.0,0.0,58.58,58.58,10.293103448275861,10.293103448275861
27,2016.0,2016.0,2017.0,2017.0,937.0,937.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,3.0,3.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,58.0,58.0,3851.0,3851.0,597.0,597.0,69.73703972909327,69.73703972909327,38.51,38.51,0.1724137931034483,0.1724137931034483,58.68,58.68,10.293103448275861,10.293103448275861
28,2050.0,2050.0,2075.0,2075.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,1.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,58.0,58.0,3868.0,3868.0,599.0,599.0,70.03830023329493,70.03830023329493,38.68,38.68,0.20689655172413793,0.20689655172413793,59.43,59.43,10.327586206896552,10.327586206896552
29,2083.0,2083.0,2133.0,2133.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3810.0,3810.0,600.0,600.0,70.03830023329493,70.03830023329493,38.1,38.1,0.0,0.0,59.43,59.43,10.344827586206897,10.344827586206897
30,2116.0,2116.0,2191.0,2191.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3752.0,3752.0,600.0,600.0,70.03830023329493,70.03830023329493,37.52,37.52,0.0,0.0,59.43,59.43,10.344827586206897,10.344827586206897
31,2149.0,2149.0,2249.0,2249.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3694.0,3694.0,600.0,600.0,70.03830023329493,70.03830023329493,36.94,36.94,0.0,0.0,59.43,59.43,10.344827586206897,10.344827586206897
32,2183.0,2183.0,2307.0,2307.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3636.0,3636.0,599.0,599.0,70.03830023329493,70.03830023329493,36.36,36.36,0.0,0.0,59.43,59.43,10.327586206896552,10.327586206896552
33,2217.0,2217.0,2365.0,2365.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,2.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3578.0,3578.0,599.0,599.0,70.03830023329493,70.03830023329493,35.78,35.78,0.0,0.0,59.43,59.43,10.327586206896552,10.327586206896552
34,2251.0,2251.0,2423.0,2423.0,949.0,949.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,1.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,3520.0,3520.0,599.0,599.0,70.03830023329493,70.03830023329493,35.2,35.2,0.0,0.0,59.43,59.43,10.327586206896552,10.327586206896552
35,2283.0,2283.0,2480.0,2480.0,949.0,949.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,3472.0,3472.0,587.0,587.0,70.30857050356522,70.30857050356522,34.72,34.72,0.0,0.0,59.52,59.52,10.298245614035087,10.298245614035087
36,2315.0,2315.0,2537.0,2537.0,949.0,949.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,3415.0,3415.0,584.0,584.0,70.30857050356522,70.30857050356522,34.15,34.15,0.0,0.0,59.52,59.52,10.24561403508772,10.24561403508772
37,2347.0,2347.0,2594.0,2594.0,949.0,949.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,3358.0,3358.0,583.0,583.0,70.30857050356522,70.30857050356522,33.58,33.58,0.0,0.0,59.52,59.52,10.228070175438596,10.228070175438596
38,2378.0,2378.0,2651.0,2651.0,963.0,963.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,57.0,57.0,3315.0,3315.0,584.0,584.0,70.5317847892795,70.5317847892795,33.15,33.15,0.24561403508771928,0.24561403508771928,59.66,59.66,10.24561403508772,10.24561403508772
39,2410.0,2410.0,2708.0,2708.0,963.0,963.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,3258.0,3258.0,584.0,584.0,70.5317847892795,70.5317847892795,32.58,32.58,0.0,0.0,59.66,59.66,10.24561403508772,10.24561403508772
40,2441.0,2441.0,2765.0,2765.0,963.0,963.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,3201.0,3201.0,586.0,586.0,70.44613664113135,70.44613664113135,32.01,32.01,0.0,0.0,59.66,59.66,10.280701754385966,10.280701754385966
41,2472.0,2472.0,2822.0,2822.0,963.0,963.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,57.0,3144.0,3144.0,587.0,587.0,70.37761812261284,70.37761812261284,31.44,31.44,0.0,0.0,59.66,59.66,10.298245614035087,10.298245614035087
42,2502.0,2502.0,2878.0,2878.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,3101.0,3101.0,577.0,577.0,70.43920457537575,70.43920457537575,31.01,31.01,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
43,2532.0,2532.0,2934.0,2934.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,3045.0,3045.0,577.0,577.0,70.39248740365859,70.39248740365859,30.45,30.45,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
44,2562.0,2562.0,2990.0,2990.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2989.0,2989.0,577.0,577.0,70.35295748912867,70.35295748912867,29.89,29.89,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
45,2592.0,2592.0,3046.0,3046.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2933.0,2933.0,577.0,577.0,70.3190747052459,70.3190747052459,29.33,29.33,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
46,2622.0,2622.0,3102.0,3102.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2877.0,2877.0,577.0,577.0,70.3190747052459,70.3190747052459,28.77,28.77,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
47,2652.0,2652.0,3158.0,3158.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2821.0,2821.0,577.0,577.0,70.3190747052459,70.3190747052459,28.21,28.21,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
48,2682.0,2682.0,3214.0,3214.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2765.0,2765.0,577.0,577.0,70.3190747052459,70.3190747052459,27.65,27.65,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
49,2712.0,2712.0,3270.0,3270.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2709.0,2709.0,577.0,577.0,70.3190747052459,70.3190747052459,27.09,27.09,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
50,2742.0,2742.0,3326.0,3326.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2653.0,2653.0,577.0,577.0,70.3190747052459,70.3190747052459,26.53,26.53,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
51,2772.0,2772.0,3382.0,3382.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2597.0,2597.0,577.0,577.0,70.3190747052459,70.3190747052459,25.97,25.97,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
52,2802.0,2802.0,3438.0,3438.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2541.0,2541.0,577.0,577.0,70.3190747052459,70.3190747052459,25.41,25.41,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
53,2832.0,2832.0,3494.0,3494.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2485.0,2485.0,577.0,577.0,70.3190747052459,70.3190747052459,24.85,24.85,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
54,2862.0,2862.0,3550.0,3550.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2429.0,2429.0,577.0,577.0,70.3190747052459,70.3190747052459,24.29,24.29,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
55,2892.0,2892.0,3606.0,3606.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2373.0,2373.0,577.0,577.0,70.3190747052459,70.3190747052459,23.73,23.73,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
56,2922.0,2922.0,3662.0,3662.0,963.0,963.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2317.0,2317.0,577.0,577.0,70.3190747052459,70.3190747052459,23.17,23.17,0.0,0.0,59.79,59.79,10.303571428571429,10.303571428571429
