Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
57,3501.0,3501.0,4247.0,4247.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2539.0,2539.0,731.0,731.0,65.27171717757501,65.27171717757501,25.39,25.39,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
58,3542.0,3542.0,4316.0,4316.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2470.0,2470.0,731.0,731.0,65.27171717757501,65.27171717757501,24.7,24.7,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
59,3583.0,3583.0,4385.0,4385.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2401.0,2401.0,731.0,731.0,65.27171717757501,65.27171717757501,24.01,24.01,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
60,3624.0,3624.0,4454.0,4454.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2332.0,2332.0,731.0,731.0,65.27171717757501,65.27171717757501,23.32,23.32,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
61,3665.0,3665.0,4523.0,4523.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2263.0,2263.0,731.0,731.0,65.27171717757501,65.27171717757501,22.63,22.63,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
62,3706.0,3706.0,4592.0,4592.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2194.0,2194.0,731.0,731.0,65.27171717757501,65.27171717757501,21.94,21.94,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
63,3747.0,3747.0,4661.0,4661.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2125.0,2125.0,731.0,731.0,65.27171717757501,65.27171717757501,21.25,21.25,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
64,3788.0,3788.0,4730.0,4730.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,2056.0,2056.0,731.0,731.0,65.27171717757501,65.27171717757501,20.56,20.56,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
65,3829.0,3829.0,4799.0,4799.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1987.0,1987.0,731.0,731.0,65.27171717757501,65.27171717757501,19.87,19.87,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
66,3870.0,3870.0,4868.0,4868.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1918.0,1918.0,731.0,731.0,65.27171717757501,65.27171717757501,19.18,19.18,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
67,3911.0,3911.0,4937.0,4937.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1849.0,1849.0,731.0,731.0,65.27171717757501,65.27171717757501,18.49,18.49,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
68,3952.0,3952.0,5006.0,5006.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1780.0,1780.0,731.0,731.0,65.27171717757501,65.27171717757501,17.8,17.8,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
69,3993.0,3993.0,5075.0,5075.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1711.0,1711.0,731.0,731.0,65.27171717757501,65.27171717757501,17.11,17.11,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
70,4034.0,4034.0,5144.0,5144.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1642.0,1642.0,731.0,731.0,65.27171717757501,65.27171717757501,16.42,16.42,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
71,4075.0,4075.0,5213.0,5213.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1573.0,1573.0,731.0,731.0,65.27171717757501,65.27171717757501,15.73,15.73,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
72,4116.0,4116.0,5282.0,5282.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1504.0,1504.0,731.0,731.0,65.27171717757501,65.27171717757501,15.04,15.04,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
73,4157.0,4157.0,5351.0,5351.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1435.0,1435.0,731.0,731.0,65.27171717757501,65.27171717757501,14.35,14.35,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
74,4198.0,4198.0,5420.0,5420.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1366.0,1366.0,731.0,731.0,65.27171717757501,65.27171717757501,13.66,13.66,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
75,4239.0,4239.0,5489.0,5489.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1297.0,1297.0,731.0,731.0,65.27171717757501,65.27171717757501,12.97,12.97,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
76,4280.0,4280.0,5558.0,5558.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1228.0,1228.0,731.0,731.0,65.27171717757501,65.27171717757501,12.28,12.28,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
77,4321.0,4321.0,5627.0,5627.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1159.0,1159.0,731.0,731.0,65.27171717757501,65.27171717757501,11.59,11.59,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
78,4362.0,4362.0,5696.0,5696.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1090.0,1090.0,731.0,731.0,65.27171717757501,65.27171717757501,10.9,10.9,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
79,4403.0,4403.0,5765.0,5765.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1021.0,1021.0,731.0,731.0,65.27171717757501,65.27171717757501,10.21,10.21,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
80,4444.0,4444.0,5834.0,5834.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,952.0,952.0,731.0,731.0,65.27171717757501,65.27171717757501,9.52,9.52,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
81,4485.0,4485.0,5903.0,5903.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,883.0,883.0,731.0,731.0,65.27171717757501,65.27171717757501,8.83,8.83,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
82,4526.0,4526.0,5972.0,5972.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,814.0,814.0,731.0,731.0,65.27171717757501,65.27171717757501,8.14,8.14,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
83,4567.0,4567.0,6041.0,6041.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,745.0,745.0,731.0,731.0,65.27171717757501,65.27171717757501,7.45,7.45,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
84,4608.0,4608.0,6110.0,6110.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,676.0,676.0,731.0,731.0,65.27171717757501,65.27171717757501,6.76,6.76,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
85,4649.0,4649.0,6179.0,6179.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,607.0,607.0,731.0,731.0,65.27171717757501,65.27171717757501,6.07,6.07,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
86,4690.0,4690.0,6248.0,6248.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,538.0,538.0,731.0,731.0,65.27171717757501,65.27171717757501,5.38,5.38,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
87,4731.0,4731.0,6317.0,6317.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,469.0,469.0,731.0,731.0,65.27171717757501,65.27171717757501,4.69,4.69,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
88,4772.0,4772.0,6386.0,6386.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,400.0,400.0,731.0,731.0,65.27171717757501,65.27171717757501,4.0,4.0,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
89,4813.0,4813.0,6455.0,6455.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,331.0,331.0,731.0,731.0,65.27171717757501,65.27171717757501,3.31,3.31,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
90,4854.0,4854.0,6524.0,6524.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,262.0,262.0,731.0,731.0,65.27171717757501,65.27171717757501,2.62,2.62,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
91,4895.0,4895.0,6593.0,6593.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,193.0,193.0,731.0,731.0,65.27171717757501,65.27171717757501,1.93,1.93,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
92,4936.0,4936.0,6662.0,6662.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,124.0,124.0,731.0,731.0,65.27171717757501,65.27171717757501,1.24,1.24,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
93,4977.0,4977.0,6731.0,6731.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,55.0,55.0,731.0,731.0,65.27171717757501,65.27171717757501,0.55,0.55,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
94,5018.0,5018.0,6800.0,6800.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-14.0,-14.0,731.0,731.0,65.27171717757501,65.27171717757501,-0.14,-0.14,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
95,5059.0,5059.0,6869.0,6869.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-83.0,-83.0,731.0,731.0,65.27171717757501,65.27171717757501,-0.83,-0.83,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
96,5100.0,5100.0,6938.0,6938.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-152.0,-152.0,731.0,731.0,65.27171717757501,65.27171717757501,-1.52,-1.52,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
97,5141.0,5141.0,7007.0,7007.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-221.0,-221.0,731.0,731.0,65.27171717757501,65.27171717757501,-2.21,-2.21,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
98,5182.0,5182.0,7076.0,7076.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-290.0,-290.0,731.0,731.0,65.27171717757501,65.27171717757501,-2.9,-2.9,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
99,5223.0,5223.0,7145.0,7145.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-359.0,-359.0,731.0,731.0,65.27171717757501,65.27171717757501,-3.59,-3.59,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
100,5264.0,5264.0,7214.0,7214.0,1287.0,1287.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,-428.0,-428.0,731.0,731.0,65.27171717757501,65.27171717757501,-4.28,-4.28,0.0,0.0,67.86,67.86,10.594202898550725,10.594202898550725
101,5299.0,5299.0,7270.0,7270.0,1287.0,1287.0,56.0,56.0,69.0,69.0,13.0,13.0,0.0,0.0,7.0,7.0,0.0,0.0,11.0,11.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,-497.0,-497.0,601.0,601.0,65.27171717757501,65.27171717757501,-4.97,-4.97,0.0,0.0,67.73,67.73,10.732142857142858,10.732142857142858
102,5331.0,5331.0,7326.0,7326.0,1287.0,1287.0,56.0,56.0,69.0,69.0,13.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,16.0,16.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,-553.0,-553.0,598.0,598.0,65.27171717757501,65.27171717757501,-5.53,-5.53,0.0,0.0,67.73,67.73,10.678571428571429,10.678571428571429
103,5361.0,5361.0,7381.0,7381.0,1287.0,1287.0,55.0,55.0,69.0,69.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,2.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,-609.0,-609.0,584.0,584.0,65.27171717757501,65.27171717757501,-6.09,-6.09,0.0,0.0,67.72,67.72,10.618181818181819,10.618181818181819
104,5393.0,5393.0,7436.0,7436.0,1287.0,1287.0,55.0,55.0,69.0,69.0,14.0,14.0,0.0,0.0,3.0,3.0,0.0,0.0,16.0,16.0,2.0,2.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,-664.0,-664.0,584.0,584.0,65.27171717757501,65.27171717757501,-6.64,-6.64,0.0,0.0,67.72,67.72,10.618181818181819,10.618181818181819
105,5423.0,5423.0,7490.0,7490.0,1290.0,1290.0,54.0,54.0,68.0,68.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,54.0,54.0,-684.0,-684.0,572.0,572.0,65.4110165754951,65.4110165754951,-6.84,-6.84,0.05555555555555555,0.05555555555555555,68.06,68.06,10.592592592592593,10.592592592592593
106,5454.0,5454.0,7543.0,7543.0,1290.0,1290.0,53.0,53.0,68.0,68.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,2.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,-738.0,-738.0,561.0,561.0,65.4110165754951,65.4110165754951,-7.38,-7.38,0.0,0.0,68.05,68.05,10.584905660377359,10.584905660377359
107,5484.0,5484.0,7594.0,7594.0,1290.0,1290.0,51.0,51.0,68.0,68.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,-791.0,-791.0,540.0,540.0,65.38917749503533,65.38917749503533,-7.91,-7.91,0.0,0.0,68.03,68.03,10.588235294117647,10.588235294117647
108,5515.0,5515.0,7645.0,7645.0,1290.0,1290.0,51.0,51.0,68.0,68.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0,2.0,2.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,-842.0,-842.0,539.0,539.0,65.36874738750845,65.36874738750845,-8.42,-8.42,0.0,0.0,68.03,68.03,10.568627450980392,10.568627450980392
109,5544.0,5544.0,7692.0,7692.0,1290.0,1290.0,47.0,47.0,66.0,66.0,19.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,-870.0,-870.0,501.0,501.0,65.72138903349688,65.72138903349688,-8.7,-8.7,0.0,0.0,68.22,68.22,10.659574468085106,10.659574468085106
110,5571.0,5571.0,7739.0,7739.0,1290.0,1290.0,47.0,47.0,66.0,66.0,19.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,47.0,47.0,-917.0,-917.0,500.0,500.0,65.70339660925444,65.70339660925444,-9.17,-9.17,0.0,0.0,68.22,68.22,10.638297872340425,10.638297872340425
111,5596.0,5596.0,7785.0,7785.0,1296.0,1296.0,46.0,46.0,66.0,66.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,46.0,46.0,-928.0,-928.0,487.0,487.0,65.95339660925444,65.95339660925444,-9.28,-9.28,0.13043478260869565,0.13043478260869565,68.57,68.57,10.58695652173913,10.58695652173913
112,5621.0,5621.0,7831.0,7831.0,1296.0,1296.0,46.0,46.0,66.0,66.0,20.0,20.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,-974.0,-974.0,486.0,486.0,65.95339660925444,65.95339660925444,-9.74,-9.74,0.0,0.0,68.57,68.57,10.565217391304348,10.565217391304348
113,5646.0,5646.0,7877.0,7877.0,1296.0,1296.0,46.0,46.0,66.0,66.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,-1020.0,-1020.0,483.0,483.0,65.95339660925444,65.95339660925444,-10.2,-10.2,0.0,0.0,68.57,68.57,10.5,10.5
114,5670.0,5670.0,7922.0,7922.0,1300.0,1300.0,45.0,45.0,66.0,66.0,21.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,45.0,45.0,-1054.0,-1054.0,473.0,473.0,66.0913276437372,66.0913276437372,-10.54,-10.54,0.08888888888888889,0.08888888888888889,68.68,68.68,10.511111111111111,10.511111111111111
