Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total,No Role,Total
79,12296.0,12296.0,7648.0,7648.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5116.0,-5116.0,986.0,986.0,24.242322513289352,24.242322513289352,-51.16,-51.16,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
80,12432.0,12432.0,7744.0,7744.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5212.0,-5212.0,986.0,986.0,24.242322513289352,24.242322513289352,-52.12,-52.12,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
81,12568.0,12568.0,7840.0,7840.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5308.0,-5308.0,986.0,986.0,24.242322513289352,24.242322513289352,-53.08,-53.08,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
82,12704.0,12704.0,7936.0,7936.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5404.0,-5404.0,986.0,986.0,24.242322513289352,24.242322513289352,-54.04,-54.04,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
83,12840.0,12840.0,8032.0,8032.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5500.0,-5500.0,986.0,986.0,24.242322513289352,24.242322513289352,-55.0,-55.0,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
84,12976.0,12976.0,8128.0,8128.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5596.0,-5596.0,986.0,986.0,24.242322513289352,24.242322513289352,-55.96,-55.96,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
85,13112.0,13112.0,8224.0,8224.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5692.0,-5692.0,986.0,986.0,24.242322513289352,24.242322513289352,-56.92,-56.92,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
86,13248.0,13248.0,8320.0,8320.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5788.0,-5788.0,986.0,986.0,24.242322513289352,24.242322513289352,-57.88,-57.88,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
87,13384.0,13384.0,8416.0,8416.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5884.0,-5884.0,986.0,986.0,24.242322513289352,24.242322513289352,-58.84,-58.84,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
88,13520.0,13520.0,8512.0,8512.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-5980.0,-5980.0,986.0,986.0,24.242322513289352,24.242322513289352,-59.8,-59.8,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
89,13656.0,13656.0,8608.0,8608.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6076.0,-6076.0,986.0,986.0,24.242322513289352,24.242322513289352,-60.76,-60.76,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
90,13792.0,13792.0,8704.0,8704.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6172.0,-6172.0,986.0,986.0,24.242322513289352,24.242322513289352,-61.72,-61.72,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
91,13928.0,13928.0,8800.0,8800.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6268.0,-6268.0,986.0,986.0,24.242322513289352,24.242322513289352,-62.68,-62.68,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
92,14064.0,14064.0,8896.0,8896.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6364.0,-6364.0,986.0,986.0,24.242322513289352,24.242322513289352,-63.64,-63.64,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
93,14200.0,14200.0,8992.0,8992.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6460.0,-6460.0,986.0,986.0,24.242322513289352,24.242322513289352,-64.6,-64.6,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
94,14336.0,14336.0,9088.0,9088.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6556.0,-6556.0,986.0,986.0,24.242322513289352,24.242322513289352,-65.56,-65.56,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
95,14472.0,14472.0,9184.0,9184.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6652.0,-6652.0,986.0,986.0,24.242322513289352,24.242322513289352,-66.52,-66.52,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
96,14608.0,14608.0,9280.0,9280.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6748.0,-6748.0,986.0,986.0,24.242322513289352,24.242322513289352,-67.48,-67.48,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
97,14744.0,14744.0,9376.0,9376.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6844.0,-6844.0,986.0,986.0,24.242322513289352,24.242322513289352,-68.44,-68.44,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
98,14880.0,14880.0,9472.0,9472.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-6940.0,-6940.0,986.0,986.0,24.242322513289352,24.242322513289352,-69.4,-69.4,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
99,15016.0,15016.0,9568.0,9568.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-7036.0,-7036.0,986.0,986.0,24.242322513289352,24.242322513289352,-70.36,-70.36,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
100,15152.0,15152.0,9664.0,9664.0,458.0,458.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,-7132.0,-7132.0,986.0,986.0,24.242322513289352,24.242322513289352,-71.32,-71.32,0.0,0.0,25.32,25.32,10.270833333333334,10.270833333333334
