Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
58,3386.0,3386.0,3803.0,3803.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2789.0,2789.0,607.0,607.0,70.64386924373044,70.64386924373044,27.89,27.89,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
59,3423.0,3423.0,3861.0,3861.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2731.0,2731.0,607.0,607.0,70.64386924373044,70.64386924373044,27.31,27.31,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
60,3460.0,3460.0,3919.0,3919.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2673.0,2673.0,607.0,607.0,70.64386924373044,70.64386924373044,26.73,26.73,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
61,3497.0,3497.0,3977.0,3977.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2615.0,2615.0,607.0,607.0,70.64386924373044,70.64386924373044,26.15,26.15,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
62,3534.0,3534.0,4035.0,4035.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2557.0,2557.0,607.0,607.0,70.64386924373044,70.64386924373044,25.57,25.57,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
63,3571.0,3571.0,4093.0,4093.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2499.0,2499.0,607.0,607.0,70.64386924373044,70.64386924373044,24.99,24.99,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
64,3608.0,3608.0,4151.0,4151.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2441.0,2441.0,607.0,607.0,70.64386924373044,70.64386924373044,24.41,24.41,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
65,3645.0,3645.0,4209.0,4209.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2383.0,2383.0,607.0,607.0,70.64386924373044,70.64386924373044,23.83,23.83,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
66,3682.0,3682.0,4267.0,4267.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2325.0,2325.0,607.0,607.0,70.64386924373044,70.64386924373044,23.25,23.25,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
67,3719.0,3719.0,4325.0,4325.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,21.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2267.0,2267.0,607.0,607.0,70.64386924373044,70.64386924373044,22.67,22.67,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
68,3757.0,3757.0,4383.0,4383.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2209.0,2209.0,607.0,607.0,70.64386924373044,70.64386924373044,22.09,22.09,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
69,3794.0,3794.0,4441.0,4441.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2151.0,2151.0,607.0,607.0,70.64386924373044,70.64386924373044,21.51,21.51,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
70,3831.0,3831.0,4499.0,4499.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2093.0,2093.0,607.0,607.0,70.64386924373044,70.64386924373044,20.93,20.93,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
71,3868.0,3868.0,4557.0,4557.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,2035.0,2035.0,607.0,607.0,70.64386924373044,70.64386924373044,20.35,20.35,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
72,3905.0,3905.0,4615.0,4615.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1977.0,1977.0,607.0,607.0,70.64386924373044,70.64386924373044,19.77,19.77,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
73,3942.0,3942.0,4673.0,4673.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1919.0,1919.0,607.0,607.0,70.64386924373044,70.64386924373044,19.19,19.19,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
74,3979.0,3979.0,4731.0,4731.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1861.0,1861.0,607.0,607.0,70.64386924373044,70.64386924373044,18.61,18.61,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
75,4016.0,4016.0,4789.0,4789.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1803.0,1803.0,607.0,607.0,70.64386924373044,70.64386924373044,18.03,18.03,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
76,4053.0,4053.0,4847.0,4847.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1745.0,1745.0,607.0,607.0,70.64386924373044,70.64386924373044,17.45,17.45,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
77,4090.0,4090.0,4905.0,4905.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1687.0,1687.0,607.0,607.0,70.64386924373044,70.64386924373044,16.87,16.87,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
78,4127.0,4127.0,4963.0,4963.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1629.0,1629.0,607.0,607.0,70.64386924373044,70.64386924373044,16.29,16.29,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
79,4164.0,4164.0,5021.0,5021.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1571.0,1571.0,607.0,607.0,70.64386924373044,70.64386924373044,15.71,15.71,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
80,4201.0,4201.0,5079.0,5079.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1513.0,1513.0,607.0,607.0,70.64386924373044,70.64386924373044,15.13,15.13,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
81,4238.0,4238.0,5137.0,5137.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,21.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1455.0,1455.0,607.0,607.0,70.64386924373044,70.64386924373044,14.55,14.55,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
82,4276.0,4276.0,5195.0,5195.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1397.0,1397.0,607.0,607.0,70.64386924373044,70.64386924373044,13.97,13.97,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
83,4313.0,4313.0,5253.0,5253.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1339.0,1339.0,607.0,607.0,70.64386924373044,70.64386924373044,13.39,13.39,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
84,4350.0,4350.0,5311.0,5311.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1281.0,1281.0,607.0,607.0,70.64386924373044,70.64386924373044,12.81,12.81,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
85,4387.0,4387.0,5369.0,5369.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1223.0,1223.0,607.0,607.0,70.64386924373044,70.64386924373044,12.23,12.23,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
86,4424.0,4424.0,5427.0,5427.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1165.0,1165.0,607.0,607.0,70.64386924373044,70.64386924373044,11.65,11.65,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
87,4461.0,4461.0,5485.0,5485.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1107.0,1107.0,607.0,607.0,70.64386924373044,70.64386924373044,11.07,11.07,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
88,4498.0,4498.0,5543.0,5543.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1049.0,1049.0,607.0,607.0,70.64386924373044,70.64386924373044,10.49,10.49,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
89,4535.0,4535.0,5601.0,5601.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,991.0,991.0,607.0,607.0,70.64386924373044,70.64386924373044,9.91,9.91,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
90,4572.0,4572.0,5659.0,5659.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,933.0,933.0,607.0,607.0,70.64386924373044,70.64386924373044,9.33,9.33,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
91,4609.0,4609.0,5717.0,5717.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,875.0,875.0,607.0,607.0,70.64386924373044,70.64386924373044,8.75,8.75,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
92,4646.0,4646.0,5775.0,5775.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,817.0,817.0,607.0,607.0,70.64386924373044,70.64386924373044,8.17,8.17,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
93,4683.0,4683.0,5833.0,5833.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,759.0,759.0,607.0,607.0,70.64386924373044,70.64386924373044,7.59,7.59,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
94,4720.0,4720.0,5891.0,5891.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,701.0,701.0,607.0,607.0,70.64386924373044,70.64386924373044,7.01,7.01,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
95,4757.0,4757.0,5949.0,5949.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,21.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,643.0,643.0,607.0,607.0,70.64386924373044,70.64386924373044,6.43,6.43,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
96,4795.0,4795.0,6007.0,6007.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,585.0,585.0,607.0,607.0,70.64386924373044,70.64386924373044,5.85,5.85,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
97,4832.0,4832.0,6065.0,6065.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,527.0,527.0,607.0,607.0,70.64386924373044,70.64386924373044,5.27,5.27,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
98,4869.0,4869.0,6123.0,6123.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,469.0,469.0,607.0,607.0,70.64386924373044,70.64386924373044,4.69,4.69,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
99,4906.0,4906.0,6181.0,6181.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,411.0,411.0,607.0,607.0,70.64386924373044,70.64386924373044,4.11,4.11,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
100,4943.0,4943.0,6239.0,6239.0,981.0,981.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,353.0,353.0,607.0,607.0,70.64386924373044,70.64386924373044,3.53,3.53,0.0,0.0,65.92,65.92,10.46551724137931,10.46551724137931
