Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
10,1351.0,1351.0,978.0,978.0,143.0,143.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,87.0,29.0,29.0,25.0,25.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,27.0,27.0,96.0,96.0,1692.0,1692.0,969.0,969.0,11.649965685370681,11.649965685370681,16.92,16.92,0.28125,0.28125,26.7,26.7,10.09375,10.09375
11,1503.0,1503.0,1074.0,1074.0,167.0,167.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,56.0,56.0,33.0,33.0,54.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,24.0,24.0,96.0,96.0,1995.0,1995.0,970.0,970.0,12.640301819824463,12.640301819824463,19.95,19.95,0.25,0.25,30.69,30.69,10.104166666666666,10.104166666666666
12,1648.0,1648.0,1167.0,1167.0,176.0,176.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,83.0,83.0,24.0,24.0,32.0,32.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,93.0,93.0,2228.0,2228.0,941.0,941.0,15.793476422999065,15.793476422999065,22.28,22.28,0.0967741935483871,0.0967741935483871,33.95,33.95,10.118279569892474,10.118279569892474
13,1791.0,1791.0,1260.0,1260.0,184.0,184.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,51.0,51.0,26.0,26.0,58.0,58.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,93.0,93.0,2261.0,2261.0,942.0,942.0,15.979193891804771,15.979193891804771,22.61,22.61,0.08602150537634409,0.08602150537634409,35.21,35.21,10.129032258064516,10.129032258064516
14,1928.0,1928.0,1353.0,1353.0,185.0,185.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,21.0,21.0,33.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,93.0,93.0,2181.0,2181.0,943.0,943.0,16.170569183180064,16.170569183180064,21.81,21.81,0.010752688172043012,0.010752688172043012,35.34,35.34,10.13978494623656,10.13978494623656
15,2064.0,2064.0,1446.0,1446.0,186.0,186.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,49.0,29.0,29.0,56.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,93.0,93.0,2106.0,2106.0,944.0,944.0,16.154637810631044,16.154637810631044,21.06,21.06,0.010752688172043012,0.010752688172043012,35.52,35.52,10.150537634408602,10.150537634408602
16,2198.0,2198.0,1539.0,1539.0,187.0,187.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,77.0,77.0,20.0,20.0,33.0,33.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,93.0,93.0,2032.0,2032.0,943.0,943.0,16.19811607150061,16.19811607150061,20.32,20.32,0.010752688172043012,0.010752688172043012,35.71,35.71,10.13978494623656,10.13978494623656
17,2333.0,2333.0,1632.0,1632.0,195.0,195.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,24.0,24.0,60.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,93.0,93.0,2019.0,2019.0,945.0,945.0,16.545942158457134,16.545942158457134,20.19,20.19,0.08602150537634409,0.08602150537634409,36.51,36.51,10.161290322580646,10.161290322580646
18,2464.0,2464.0,1725.0,1725.0,212.0,212.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,75.0,19.0,19.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,17.0,17.0,93.0,93.0,2241.0,2241.0,948.0,948.0,17.451595328816182,17.451595328816182,22.41,22.41,0.1827956989247312,0.1827956989247312,39.66,39.66,10.193548387096774,10.193548387096774
19,2591.0,2591.0,1818.0,1818.0,224.0,224.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,12.0,12.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,93.0,93.0,2298.0,2298.0,948.0,948.0,18.06540607050416,18.06540607050416,22.98,22.98,0.12903225806451613,0.12903225806451613,41.16,41.16,10.193548387096774,10.193548387096774
20,2715.0,2715.0,1911.0,1911.0,224.0,224.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,12.0,12.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,2205.0,2205.0,948.0,948.0,18.06540607050416,18.06540607050416,22.05,22.05,0.0,0.0,41.16,41.16,10.193548387096774,10.193548387096774
21,2841.0,2841.0,2004.0,2004.0,224.0,224.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,13.0,13.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,2112.0,2112.0,949.0,949.0,18.06540607050416,18.06540607050416,21.12,21.12,0.0,0.0,41.16,41.16,10.204301075268818,10.204301075268818
22,2964.0,2964.0,2097.0,2097.0,227.0,227.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,69.0,11.0,11.0,41.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,93.0,93.0,2055.0,2055.0,949.0,949.0,18.31540607050416,18.31540607050416,20.55,20.55,0.03225806451612903,0.03225806451612903,41.52,41.52,10.204301075268818,10.204301075268818
23,3085.0,3085.0,2190.0,2190.0,229.0,229.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,47.0,5.0,5.0,67.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,93.0,93.0,1988.0,1988.0,949.0,949.0,18.43305312932769,18.43305312932769,19.88,19.88,0.021505376344086023,0.021505376344086023,41.78,41.78,10.204301075268818,10.204301075268818
24,3206.0,3206.0,2283.0,2283.0,229.0,229.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,6.0,6.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,93.0,93.0,1895.0,1895.0,949.0,949.0,18.43305312932769,18.43305312932769,18.95,18.95,0.0,0.0,41.78,41.78,10.204301075268818,10.204301075268818
25,3328.0,3328.0,2376.0,2376.0,231.0,231.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,8.0,8.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,93.0,93.0,1824.0,1824.0,949.0,949.0,18.538316287222425,18.538316287222425,18.24,18.24,0.021505376344086023,0.021505376344086023,42.0,42.0,10.204301075268818,10.204301075268818
26,3449.0,3449.0,2469.0,2469.0,231.0,231.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,6.0,6.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,1731.0,1731.0,949.0,949.0,18.538316287222425,18.538316287222425,17.31,17.31,0.0,0.0,42.0,42.0,10.204301075268818,10.204301075268818
27,3570.0,3570.0,2562.0,2562.0,231.0,231.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,5.0,5.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,1638.0,1638.0,949.0,949.0,18.538316287222425,18.538316287222425,16.38,16.38,0.0,0.0,42.0,42.0,10.204301075268818,10.204301075268818
28,3690.0,3690.0,2655.0,2655.0,231.0,231.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,4.0,4.0,46.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,1545.0,1545.0,949.0,949.0,18.538316287222425,18.538316287222425,15.45,15.45,0.0,0.0,42.0,42.0,10.204301075268818,10.204301075268818
29,3810.0,3810.0,2748.0,2748.0,231.0,231.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,5.0,5.0,66.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,1452.0,1452.0,949.0,949.0,18.538316287222425,18.538316287222425,14.52,14.52,0.0,0.0,42.0,42.0,10.204301075268818,10.204301075268818
30,3929.0,3929.0,2840.0,2840.0,233.0,233.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,67.0,67.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,92.0,92.0,1498.0,1498.0,939.0,939.0,19.738316287222425,19.738316287222425,14.98,14.98,0.021739130434782608,0.021739130434782608,43.38,43.38,10.206521739130435,10.206521739130435
31,4046.0,4046.0,2932.0,2932.0,239.0,239.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,48.0,4.0,4.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,92.0,92.0,1478.0,1478.0,939.0,939.0,19.99918585243982,19.99918585243982,14.78,14.78,0.06521739130434782,0.06521739130434782,44.1,44.1,10.206521739130435,10.206521739130435
32,4163.0,4163.0,3024.0,3024.0,239.0,239.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,67.0,4.0,4.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,1386.0,1386.0,940.0,940.0,19.99918585243982,19.99918585243982,13.86,13.86,0.0,0.0,44.1,44.1,10.217391304347826,10.217391304347826
33,4281.0,4281.0,3116.0,3116.0,239.0,239.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,3.0,3.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,1294.0,1294.0,940.0,940.0,19.99918585243982,19.99918585243982,12.94,12.94,0.0,0.0,44.1,44.1,10.217391304347826,10.217391304347826
34,4400.0,4400.0,3208.0,3208.0,239.0,239.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,4.0,4.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,1202.0,1202.0,940.0,940.0,19.99918585243982,19.99918585243982,12.02,12.02,0.0,0.0,44.1,44.1,10.217391304347826,10.217391304347826
35,4518.0,4518.0,3300.0,3300.0,239.0,239.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,4.0,4.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,1110.0,1110.0,940.0,940.0,19.99918585243982,19.99918585243982,11.1,11.1,0.0,0.0,44.1,44.1,10.217391304347826,10.217391304347826
36,4635.0,4635.0,3392.0,3392.0,244.0,244.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,3.0,3.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,92.0,92.0,1113.0,1113.0,941.0,941.0,20.62418585243982,20.62418585243982,11.13,11.13,0.05434782608695652,0.05434782608695652,45.05,45.05,10.228260869565217,10.228260869565217
37,4753.0,4753.0,3484.0,3484.0,244.0,244.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,50.0,2.0,2.0,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,1021.0,1021.0,941.0,941.0,20.62418585243982,20.62418585243982,10.21,10.21,0.0,0.0,45.05,45.05,10.228260869565217,10.228260869565217
38,4870.0,4870.0,3576.0,3576.0,244.0,244.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,2.0,2.0,48.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,929.0,929.0,941.0,941.0,20.62418585243982,20.62418585243982,9.29,9.29,0.0,0.0,45.05,45.05,10.228260869565217,10.228260869565217
39,4987.0,4987.0,3668.0,3668.0,244.0,244.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1.0,1.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,92.0,92.0,837.0,837.0,941.0,941.0,20.62418585243982,20.62418585243982,8.37,8.37,0.0,0.0,45.05,45.05,10.228260869565217,10.228260869565217
40,5103.0,5103.0,3760.0,3760.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,2.0,2.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,92.0,92.0,861.0,861.0,942.0,942.0,21.124185852439822,21.124185852439822,8.61,8.61,0.11956521739130435,0.11956521739130435,46.21,46.21,10.23913043478261,10.23913043478261
41,5218.0,5218.0,3852.0,3852.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,769.0,769.0,942.0,942.0,21.124185852439822,21.124185852439822,7.69,7.69,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
42,5333.0,5333.0,3944.0,3944.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,2.0,2.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,677.0,677.0,942.0,942.0,21.124185852439822,21.124185852439822,6.77,6.77,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
43,5449.0,5449.0,4036.0,4036.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,49.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,585.0,585.0,942.0,942.0,21.124185852439822,21.124185852439822,5.85,5.85,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
44,5563.0,5563.0,4128.0,4128.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,493.0,493.0,942.0,942.0,21.124185852439822,21.124185852439822,4.93,4.93,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
45,5677.0,5677.0,4220.0,4220.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,401.0,401.0,942.0,942.0,21.124185852439822,21.124185852439822,4.01,4.01,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
46,5791.0,5791.0,4312.0,4312.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,309.0,309.0,942.0,942.0,21.124185852439822,21.124185852439822,3.09,3.09,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
47,5904.0,5904.0,4404.0,4404.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,217.0,217.0,942.0,942.0,21.124185852439822,21.124185852439822,2.17,2.17,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
48,6017.0,6017.0,4496.0,4496.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,125.0,125.0,942.0,942.0,21.124185852439822,21.124185852439822,1.25,1.25,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
49,6130.0,6130.0,4588.0,4588.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,33.0,33.0,942.0,942.0,21.124185852439822,21.124185852439822,0.33,0.33,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
50,6243.0,6243.0,4680.0,4680.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-59.0,-59.0,942.0,942.0,21.124185852439822,21.124185852439822,-0.59,-0.59,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
51,6356.0,6356.0,4772.0,4772.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-151.0,-151.0,942.0,942.0,21.124185852439822,21.124185852439822,-1.51,-1.51,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
52,6469.0,6469.0,4864.0,4864.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-243.0,-243.0,942.0,942.0,21.124185852439822,21.124185852439822,-2.43,-2.43,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
53,6583.0,6583.0,4956.0,4956.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-335.0,-335.0,942.0,942.0,21.124185852439822,21.124185852439822,-3.35,-3.35,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
54,6697.0,6697.0,5048.0,5048.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-427.0,-427.0,942.0,942.0,21.124185852439822,21.124185852439822,-4.27,-4.27,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
55,6811.0,6811.0,5140.0,5140.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-519.0,-519.0,942.0,942.0,21.124185852439822,21.124185852439822,-5.19,-5.19,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
56,6925.0,6925.0,5232.0,5232.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-611.0,-611.0,942.0,942.0,21.124185852439822,21.124185852439822,-6.11,-6.11,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
57,7039.0,7039.0,5324.0,5324.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-703.0,-703.0,942.0,942.0,21.124185852439822,21.124185852439822,-7.03,-7.03,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
