Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
58,7153.0,7153.0,5416.0,5416.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-795.0,-795.0,942.0,942.0,21.124185852439822,21.124185852439822,-7.95,-7.95,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
59,7267.0,7267.0,5508.0,5508.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-887.0,-887.0,942.0,942.0,21.124185852439822,21.124185852439822,-8.87,-8.87,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
60,7381.0,7381.0,5600.0,5600.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-979.0,-979.0,942.0,942.0,21.124185852439822,21.124185852439822,-9.79,-9.79,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
61,7495.0,7495.0,5692.0,5692.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1071.0,-1071.0,942.0,942.0,21.124185852439822,21.124185852439822,-10.71,-10.71,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
62,7609.0,7609.0,5784.0,5784.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1163.0,-1163.0,942.0,942.0,21.124185852439822,21.124185852439822,-11.63,-11.63,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
63,7723.0,7723.0,5876.0,5876.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1255.0,-1255.0,942.0,942.0,21.124185852439822,21.124185852439822,-12.55,-12.55,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
64,7837.0,7837.0,5968.0,5968.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1347.0,-1347.0,942.0,942.0,21.124185852439822,21.124185852439822,-13.47,-13.47,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
65,7951.0,7951.0,6060.0,6060.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1439.0,-1439.0,942.0,942.0,21.124185852439822,21.124185852439822,-14.39,-14.39,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
66,8065.0,8065.0,6152.0,6152.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1531.0,-1531.0,942.0,942.0,21.124185852439822,21.124185852439822,-15.31,-15.31,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
67,8179.0,8179.0,6244.0,6244.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1623.0,-1623.0,942.0,942.0,21.124185852439822,21.124185852439822,-16.23,-16.23,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
68,8293.0,8293.0,6336.0,6336.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1715.0,-1715.0,942.0,942.0,21.124185852439822,21.124185852439822,-17.15,-17.15,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
69,8407.0,8407.0,6428.0,6428.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1807.0,-1807.0,942.0,942.0,21.124185852439822,21.124185852439822,-18.07,-18.07,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
70,8521.0,8521.0,6520.0,6520.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1899.0,-1899.0,942.0,942.0,21.124185852439822,21.124185852439822,-18.99,-18.99,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
71,8635.0,8635.0,6612.0,6612.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-1991.0,-1991.0,942.0,942.0,21.124185852439822,21.124185852439822,-19.91,-19.91,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
72,8749.0,8749.0,6704.0,6704.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2083.0,-2083.0,942.0,942.0,21.124185852439822,21.124185852439822,-20.83,-20.83,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
73,8863.0,8863.0,6796.0,6796.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2175.0,-2175.0,942.0,942.0,21.124185852439822,21.124185852439822,-21.75,-21.75,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
74,8977.0,8977.0,6888.0,6888.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2267.0,-2267.0,942.0,942.0,21.124185852439822,21.124185852439822,-22.67,-22.67,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
75,9091.0,9091.0,6980.0,6980.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2359.0,-2359.0,942.0,942.0,21.124185852439822,21.124185852439822,-23.59,-23.59,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
76,9205.0,9205.0,7072.0,7072.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2451.0,-2451.0,942.0,942.0,21.124185852439822,21.124185852439822,-24.51,-24.51,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
77,9319.0,9319.0,7164.0,7164.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2543.0,-2543.0,942.0,942.0,21.124185852439822,21.124185852439822,-25.43,-25.43,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
78,9433.0,9433.0,7256.0,7256.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2635.0,-2635.0,942.0,942.0,21.124185852439822,21.124185852439822,-26.35,-26.35,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
79,9547.0,9547.0,7348.0,7348.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2727.0,-2727.0,942.0,942.0,21.124185852439822,21.124185852439822,-27.27,-27.27,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
80,9661.0,9661.0,7440.0,7440.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2819.0,-2819.0,942.0,942.0,21.124185852439822,21.124185852439822,-28.19,-28.19,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
81,9775.0,9775.0,7532.0,7532.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-2911.0,-2911.0,942.0,942.0,21.124185852439822,21.124185852439822,-29.11,-29.11,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
82,9889.0,9889.0,7624.0,7624.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3003.0,-3003.0,942.0,942.0,21.124185852439822,21.124185852439822,-30.03,-30.03,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
83,10003.0,10003.0,7716.0,7716.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3095.0,-3095.0,942.0,942.0,21.124185852439822,21.124185852439822,-30.95,-30.95,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
84,10117.0,10117.0,7808.0,7808.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3187.0,-3187.0,942.0,942.0,21.124185852439822,21.124185852439822,-31.87,-31.87,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
85,10231.0,10231.0,7900.0,7900.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3279.0,-3279.0,942.0,942.0,21.124185852439822,21.124185852439822,-32.79,-32.79,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
86,10345.0,10345.0,7992.0,7992.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3371.0,-3371.0,942.0,942.0,21.124185852439822,21.124185852439822,-33.71,-33.71,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
87,10459.0,10459.0,8084.0,8084.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3463.0,-3463.0,942.0,942.0,21.124185852439822,21.124185852439822,-34.63,-34.63,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
88,10573.0,10573.0,8176.0,8176.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3555.0,-3555.0,942.0,942.0,21.124185852439822,21.124185852439822,-35.55,-35.55,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
89,10687.0,10687.0,8268.0,8268.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3647.0,-3647.0,942.0,942.0,21.124185852439822,21.124185852439822,-36.47,-36.47,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
90,10801.0,10801.0,8360.0,8360.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3739.0,-3739.0,942.0,942.0,21.124185852439822,21.124185852439822,-37.39,-37.39,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
91,10915.0,10915.0,8452.0,8452.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3831.0,-3831.0,942.0,942.0,21.124185852439822,21.124185852439822,-38.31,-38.31,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
92,11029.0,11029.0,8544.0,8544.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-3923.0,-3923.0,942.0,942.0,21.124185852439822,21.124185852439822,-39.23,-39.23,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
93,11143.0,11143.0,8636.0,8636.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4015.0,-4015.0,942.0,942.0,21.124185852439822,21.124185852439822,-40.15,-40.15,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
94,11257.0,11257.0,8728.0,8728.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4107.0,-4107.0,942.0,942.0,21.124185852439822,21.124185852439822,-41.07,-41.07,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
95,11371.0,11371.0,8820.0,8820.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4199.0,-4199.0,942.0,942.0,21.124185852439822,21.124185852439822,-41.99,-41.99,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
96,11485.0,11485.0,8912.0,8912.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4291.0,-4291.0,942.0,942.0,21.124185852439822,21.124185852439822,-42.91,-42.91,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
97,11599.0,11599.0,9004.0,9004.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4383.0,-4383.0,942.0,942.0,21.124185852439822,21.124185852439822,-43.83,-43.83,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
98,11713.0,11713.0,9096.0,9096.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4475.0,-4475.0,942.0,942.0,21.124185852439822,21.124185852439822,-44.75,-44.75,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
99,11827.0,11827.0,9188.0,9188.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4567.0,-4567.0,942.0,942.0,21.124185852439822,21.124185852439822,-45.67,-45.67,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
100,11941.0,11941.0,9280.0,9280.0,255.0,255.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,-4659.0,-4659.0,942.0,942.0,21.124185852439822,21.124185852439822,-46.59,-46.59,0.0,0.0,46.21,46.21,10.23913043478261,10.23913043478261
